text,profanity
"@ allielexilove like dark , light , carmel , white , red , tan , yellow , blue , purple , green . doesnt matter color",0
"people donate plasma feed drug addiction ... donate money , save lives . whaddup bitches",1
bitch throwing condoms ? lmao,1
"@ jaaziel_ : bitches tell , 's angles @ 40oz_van : watching bitch 25 selfies just right 1 .",1
fuggings,1
5kank,1
@ angelhaze : bye bitch . im blocking u @ onikallah : @ angelhaze drew,1
c00n,1
yes lawd @ jusdahl god took extra time ... @ jaleesaraex : `` lips like kylie jenner '' ... bitch 'm black,1
@ mackgotti thats `` bitch `` shit,1
@ justoneasian : bug killed : sorry : / .. sorry ur bitch asses came house uninvited,1
@ nikowavy : ai n't single fathers getting wished happy mothers day like y'all bitches fathers day ?,1
wan na bet anti-government `` black helicopter '' teabagger boston marathon explosions ? @ twitchyteam # p2 # tcot,0
@ glodeh : shitty booty ass talm prep rally . bitch ? y'all preparing ?,1
honestly think trash young man . 'll fuck bitch . 'll smack mother . prolly shot ugly ass dog,1
# blessjesus # crown head sole feet,0
shitfudgefucker,1
come lil bitch want sloppy toppy,1
@ elleeebeee : flappy bird make just smash phone face,0
@ ay30mayne : generation raised bunch mindless pussies discipline .,1
@ sguzinski n't use anymore 'd like dslr 'm just broke bitch yeah,1
@ iiak yea ima spin yo hoe 15 12,1
little dumb ass bitch dont fuck !,1
@ iixixiii : honesty ask ugly hoe,1
life bitch dog day,1
@ analyyxo : say drake song listen 'm feelingsfag,1
hot nigga just big n't like . bobby bitch nice @ blastography : @ waymothegod wo n't tho,1
fuck bitches . fuck bitches .,1
"@ thatassholealan bitch ass nigga , heres new belt",1
@ _lindseylove : `` let tell y'all bitches right quick '',1
@ connorbagen : know 's dyke asks men 's golf clubs,1
"# longhair n't care got # gayboyproblems , 'm # bitch 'm # champ , 'm totally",1
homie reallly love fat bitches like love,1
apparently im honky . pfft . like 's bad thing .,0
motherfucker,1
"bomb house , fuck bitch . hail al qaeda",1
bitch lagging lol @ jawshoeeahhh,1
yall letting hoes fuck strap said ?,1
@ now_thats_fresh : yg threw pool party wore pants chucks . sole purpose throwing party fuck bitches,1
notch hoes lesser,1
nicca drake gear game bad lol,0
@ hype 'm delivering bitch boy anymore .,1
@ gezus__ gunna let bitch like ?,1
@ lucybeeee : hate lose mom says guess n't important like bitch lost grocery st,1
wow dad just racked fag,1
". @ sarahpalinusa wow , `` impeachment . '' look using vocab workshop words . guess half wrong dumb cunt .",1
aye bitch try,1
'm prowl bad bitch,1
assholes,1
like bitch y u ai n't place ?,1
cyberfuccs,1
"talk morning hoes rappers , damn yall talk shit everyday",1
"@ fvtboy : half bitches say tfti , n't bet .",1
"yankees ca n't beat red sox , n't deserve playoffs # yankees # redsox # mlb",0
"news , eyelid spasming . putting mascara today bitch . # wtf",1
"@ webeatbitches thats trash , ot ?",1
: -/ @ derekisnormal : just ... ... ok. @ pieceofshittbh : `` 've nigger cock '',1
@ blakeanderson21 @ dalton_ryann @ justinmiculka01 bitch got crew hype got ass beat tonight brought,1
trynna hoe geno td throw,1
@ kieffer_jason bitch funny stfu talking understand ?,1
times hoes look picture day,1
time hates n't wan na trust bitch ass,1
"@ codeinequeeeen : 'm tired corny vines , ugly faces , stupid voices nigga 's sexy",1
@ bitchdicknigga yeah cum itch slit baby cakes,1
pussies jason capuano nd jason cousins taking chit gram ai n't,1
"@ cthagod : know motto `` ai n't tricking 's worth '' fuck , trick later depending potency pussy .",1
need like 43 fuzzy blankets sleep,0
@ dadude1914 : rt @ askwhy05 : karlie acting like hoe .... wit 3 niggas just plus guest appear,1
@ alejandro_bihhh lmaoooo hell naw bro n't seen hoe,1
love people 's fag goes school catch ninja star face asap,1
# illneverunderstandwhy jersey shore famous . guido shitbag means money family .,1
"@ iamlaryn_ : ego big admit , got reason feel like 'm bitch",1
truuuuuuuuuuu facts niggaz pussy nd 'll tag em @ meekmill nd cassidy r/p nigga let,1
@ thelittlefella_ favor ball throw trash .,0
fudgepackers,1
"aye , mcdonald'ss got ass frozen strawberry lemonade .. bitch wet",1
"@ lilduval : bitch 20,000 followers 's boss starting boutique . wearing shades public",1
"miss wee cheeky cunt , sad times # missabby",1
@ officialskais kill ugly ass monkey looking shit,1
went ya bitch house virgin anymore,1
"'re way trying make feel bad calling fat bitch , whore , . rethink life .",1
idk tryna ? ... bitch,1
`` n't know ugly bitches ! n't know broke niggas ! '' -- @ kevin_gates,1
ca n't past new york bitch . detroit bitch . chicago bitch .,1
russel martin miserable season quietly having good september # yankees # bluejays # mlb,0
@ digiflorals : n't people bitch unfollow talked,1
"@ shetwirlsmykan3 : say bitch bad , woman good , lady better lupe ?",1
@ kieffer_jason u want panda express . break like fuck stick plan plano bitch blood,1
@ septembertha15 @ callmerenee_ wuss bitch,1
b tryna remind bitches ... knew u b4 dis social network fame,1
@ steveworks4you .. white conservative teabaggers . make world round . rulers ..... stockboy,0
fag0t,1
"dre drop ? cunts illegally download itunes . fuckin hardcore cd , shops .",1
know hot bitches ?,1
gayness,1
@ kittty_jpg @ nosfiend215 @ steezeyflow jumped conversation smelly ass bitch ... just fuck thats ..,1
@ mavkus__ : @ victooreeuhhh nun fucking bitches getting money,1
@ thachosenkid321 : say girlfriend believe dropped hoes ?,1
niggas ai n't loyal gott bitches stiffer,1
@ xxminijokerxx hate birds ! just piss fact ca n't fly !,0
ready fried oreos,0
"@ arianagrande : oh torrence , ca n't stand cheer leading squad love pom poms ... 'll feed bon bons night .",0
knobd,1
"@ markhoppus : yes , yes know fob reconciliation . idea ! 're welcome .",0
hurt ass ah nigga hate bitch ? ? ? ? tf,1
@ derrickjaxn : feel like people want commit cut hoes relax start complacent,1
die twice bitch @ divamonroe2uhoe : thank . @ 07cannon : @ divamonroe2uhoe 're filthiest hoe time,1
"# porn , # android , # iphone , # ipad , # sex , # xxx , | # beach | caught girl rubbing pussy nude beach",1
"@ tyler_wilde , `` throw birds long pointy beaks '' ?",0
butthole boy,1
@ clicquotsuave : does fox say bitch ?,1
nigguhs saying want donald trump prez ? nigguh n't understand real american struggles,1
@ lov3tadaisha box yellow crayons .,0
@ simonslives @ recordstoreday cheers dude nip town # theeditors # vinyl ; - ) # musicmatters,0
hoes blaming hoes hoes .,1
"say following words convo : nigger , nigga , swag , yolo , fag , retard .",1
stop trying honky,1
@ jenebooks : feel lot ppl trash talking indie sounding think genre 're v tends sound th,0
"@ sportsnation : , yanks signed brian mccann jacoby ellsbury . rumor , want robinson cano , babe ruth , miguel cabr",0
@ coley_cee : -- -- - new avi : ) yellow bitches @ no_fakingg @ lil_aerii ',1
@ hippiescrub : egg avi mentions 0 followers pussy bo dont want war .,1
@ kannslac said `` ready bitch okay '' lmfaoooooooo ! !,1
@ juniormaye8 : lot . attitudes pure trash # teamwhitegirls # swirltheworld,0
@ sbsylvester @ _cblaze bitch . meet plano senior high school vines got shit chest going yall,1
@ sarakateee @ faze_rain n't proud faze family . 's horrible 's ugly trailer trash ... # fazeisgay,1
"libs trash saira blair , 18-year-old republican won seat west virginia legislature",0
@ dinneny goddamn bird trying say yoburger better 5 guys,1
@ ooh_3b_kilt_em : # glizzygang bitch,1
'm bitch cell mate,1
@ murica_fuckyea : city bitches # starbucks # uggboots # jellydoughnuts,1
@ nkyathappala 'm gon na drink monster til sue gettin bitch # gottagetthe30,1
dis sexy bitch,1
n't like bitch 'm having party weekend momma going town .,1
@ pinkchocolatebk thought retarded & scary !,1
madness single bitches .,1
"mashed potatoes , string beans , yellow rice , chicken",0
birds shut fuck,1
@ _bucketsmcnasty : knew fucked bitch did n't react ?,1
jigaboo,1
got hoes really titty twerkin,1
sad bitches wake messy like bitch career cause ai n't working u,1
bitch backed car twice .. 2 times .,1
@ itssjayda : @ uce_ina : @ leaisalioness : hoes gish road lookin like .. talkin bout `` 5 dolla sucky sucky '',1
@ chrismcdowell_ pussy ass nigga .,1
@ p0psson : @ iamlexj_ : lastnight # halloweencostume hoe 's work outfit,1
u ai n't fucking u ai n't sucking wat u doin hoe,1
"@ hal3ygang dirty bitch beggin microwaves catchup shit mufuckas like , `` bye falicia ! ''",1
@ cajun_peach : humans n't delicious ho @ peta : smarter dogs 3-year-old child . eat ?,0
@ adrianalisett_ : zulema n't worry bitches act bold somebody `` '' ! 's cool tho got !,1
hate bitches ugly and//or fat bitches worst,1
hoe spice,1
"@ jareerkassis : invisible celestial judge killed spew hate palestinians , celebrities politicians",1
@ murdershe_smoke : @ c4leigh : ghetto girls pronounce names ... right oh god,1
@ ramaxe1965 dubya hates todays teabagger movement .,0
@ _bradleey like bitch 's struggles use stairs let ppl,1
y'all really risk ur lives weaving traffic traveling counties pussy ?,1
@ callmerenee_ bitch im mad im finna throw bitch outside,1
@ caykelly16 @ madisonearhart u guys fags .,1
want 100 million dollars bad bitch,1
@ residinero : @ tonyjetsfoo lol haha hahahahahahahahahaahah deez nuts bitch,1
"probably hate look white ( 'm technically poc ) , white hair 'm double cracker",1
"practically got arrested tonight , allowed utampa grounds year ... fml im retarded",0
hoes beefing bout important hoes queefing . y'all blowing vaginal wind forth . stfu money !,1
@ _blessedale : stupid lil ass bitch ai n't fuckin chuuu .,1
@ pablofunes_ oh totes girl . 'm blasting mayday wearing oversized hoodie . queer,1
@ cuhcuhcuh : bitch say `` love '' hit wit reverse psychology say `` ? '' work 70 % time cuh 30 % g,1
"@ barryclerjuste : whatchu sayin hoe , know im man hoe",0
pay stop lil bitch ? gah damn shut fuck !,1
@ madstatic414 : @ saulewright @ gq_blu lana ...... ai n't nuttin ' ta fuck bitch dawg ! # frohorsemen,1
nvm 's good wrong bitches ( ( :,1
`` @ betysweetcocker : pussy just .... imma assume just baby like .. day '',1
hoe gone hoe ai n't,1
barrel trash does n't smell bad ? @ jay_f5 imagine dragons nickelback ?,0
yo bitch fun,1
`` @ angelenagoley : 10 sex positions u fucking soul outta bitch,1
@ townhallcom : charlie crist refuses race-based attack gop,0
heard fuck bitches mad tripping,1
weenie,1
"like test long tongue really , lady . [ eggplant emoji ] @ tinashe",0
@ truedreadhead : girls wan na hoe turn gone regret shit .,1
"bitch soho froyo , tell gon blow , romo",1
@ adviljr : @ antsyinpantsy : @ adviljr sense humor backs ur lil bitch im 10,1
puzzies,1
@ mariamyepii cuz bitches love cheesy,1
@ oskzilla 'll bitch slap shadow realm !,1
@ kieffer_jason bitch phone stfu talking n't worry just make sure,1
@ daniellle_x3 : swear god guys bigger bitches girls,1
"game , 've trying figure dutch wearing yellow . smh .",0
'm happily taken tho ... ai n't cheating hoes .,1
did hear # bundy redneck ? niggas play .,1
@ funnypicsdepot : seniors young hoes gon na graduation like,1
@ friendlyassh0le : 13 yr old bitches really got minimum wage nigga alex thinking starting clothing line . im,1
mich time p o p hold nigga bitch catch ?,1
@ courtneysuvak_ : @ dory : `` '' yeah scale bitch,1
"@ unt_unnnnn : moment truth , hoes truth",1
motha fuckers,1
@ randall_jayy : @ _100d : got hard dick dez bitches . numbers n't dez bitches . lmao,1
sharkeisha n't dead 're retarded lop,1
faggot nob jokeys,1
"@ bullhammerpt : @ humbleteej @ trillsmith @ onthewrite shut bitch ass . got say , mention . peezy eyed bit",1
bitch tha tha,1
. @ straatvogels [ street birds ] : homeless people twittering amsterdam,0
"@ drunkystory : `` 1st time eating pussy , thought supposed literally eat ended biting clit really hard . havent",1
fag queen,1
"@ fumingturnip : @ patvpeters o did n't know ? ! ? sure , 's little bitch . valerie jarrett hand , betcha . guy knows eve",1
@ cuteasstab niggah shit aint laughing,1
@ maniac3x : @ notoriousbm95 @ woody_afc @ _whiteponyjr_ @ santi_4l @ bamoose12 start crying stalking faggot . want laff,1
`` @ idntwearcondoms : watch women try argue like dick actually fucked pussy '' hate bitches,1
givenchy toes bros hoes,1
"@ ssbeirne : 's bird ! 's plane ! 's boat ! ... 's , 's ... flying human ? # lakeerie # cle",0
@ thehermancain @ redskins 'm liberal support changing . transcends standard political grandstanding .,0
"@ espnsecondtake_ : ugly , gay nigga hating ass bitch",1
@ seansteiger31 @ faggot,1
ai n't pussy hot minute ...,1
"@ baabyd_ : `` cause look great bitch , fuck mean ? ''",1
got david taking trash,0
"congratulations , just like stuck materialistic american bitch .",1
"# porn , # android , # iphone , # ipad , # sex , # xxx , | # xxx | homemade pussy eating",1
"bitches need right , wid",1
"@ oeauxmar : nigga smashing hoe , hoe paying condo yep fucboy",1
@ callmerenee_ : @ 1inkkofrosess yasss bitch did,1
wankers,1
segment finally did . watching # teabagger propaganda morning # msnbc . @ bpshow # currenttv # morningjoe,0
"just spoke w/ @ hispaniclinkns legend , mentor charlie ericksen . great catch w/ helped open doors latino journos # thankful",0
"trash , just plain fuck $ 225 . come , elephant print 3 ?",1
nicca hungry ... fuck ! !,1
life going bitch 6 short weeks,1
@ 44binko ima act like hit hoe pass like earlier,1
@ blackhilton y'all hoes thighs ca n't walk + yankee food,1
like bad bitches cause like bad bitches,1
@ alexishope_2014 : got niggas got bitches want ...,1
women ai n't shit hoes w/ tricks ; babygirl different,1
@ pubesonfleek : tweets trash,0
"`` @ kazatta : @ 1takehov oh man .. `` 5 , molly , ho fuck ya seed ? ? '' '' # fixed",1
upstate hoes love south niggas south females love upstate niggas,1
"@ whenrappersaid : joey bada $ $ said `` traded nikes new mic , guess 's safe say sold soles new life . '' ht",0
"lil wayne 's music turned trash , ceilings human favorites .",0
ai n't ma bro better watch yo bitch borrow yo hoe introduce ma pimp !,1
n't wife bitch night . catching bodies alright,1
@ katiefraaancis bitch nigga,1
stomach hurt like bitch yoo,1
dom calls bitch boy,1
@ ciara_lisaaross : bitch make mad nigga,1
n't hit talking bout `` bitch yo pic '' .. yo ass treated,1
@ sonup_qp : llamf cumin wit better bars bitch boiz yall dun fukd da way,1
's kind bitch hate fucking,1
... hello kitty really chicken boo bitch ?,1
`` @ loveable_aizah : big booty hoes sheesh `` damn,1
lmaoo 've seen coming @ datboyrayt : @ 1alaaz fat bitches need love craig,1
@ chiefkeef : bitch fuckin jus thot ! mean 'm tryna shit level .,1
@ skippylongdick literally confront bitch asses ! fo reall . trill .,1
@ aianhangover : girl sucks dick dudes head . dudes fuck bad bitches ugly girls getting pregnant .,1
@ jenna_garcia13 : @ officialvondell : # mygirlfriendnotallowedto milkshakes .. let hoe bring boy yard .. watch,1
oh bc did n't cover u bitches wan na talk shit ? ?,1
remember milz drunk ass fell asleep playing gears smh . fag,1
shantrell tryna fight bitches da clinic n shut wan na wait til uh bitch sick try bump,1
`` @ vineforthebyrd : way fuck bitch kittycopter,1
", don ? t ? haters ? . people just don ? t like . hoe .",1
@ frances_simply pussy,1
@ vivaalakatyy : just punched @ victoriaaokk nose accident just shocked crap bitch hurt ! !,1
shy singer surprises melts simons heart : damn beautiful ! cried ! !,0
@ michaelgt03 : happy birthday freshman faggots @ cooopster98 @ chase123456718,1
hoes kno bout,1
beat pussy,1
@ kazatta lol u nig,1
lmao left bitch,1
"kierstens bitch . squid hands , squid hands",1
@ allsportsbruh ? qbs season trash . brought veteran play,0
catch lingo itty bitty bitch,1
w bitch,1
@ hayes2345 : cleveland nigga 'm fly switcharoo bitches lie,1
bobby bitch,1
@ rhook220 @ ohwait_itskate @ ejperuski5634 pussy x3,1
